Transaction_ID,Loan_ID,Customer_ID,EMI_Amount,Principal_Component,Interest_Component,Payment_Date,Payment_Status
TXN_LOAN0087_31,LOAN0087,CUST0068,3599.99,2806.81,793.18,2026-06-10,Paid
TXN_LOAN0087_32,LOAN0087,CUST0068,3599.99,2845.89,754.1,2026-07-10,Paid
TXN_LOAN0087_33,LOAN0087,CUST0068,3599.99,2885.51,714.48,2026-08-10,Paid
TXN_LOAN0087_34,LOAN0087,CUST0068,3599.99,2925.68,674.31,2026-09-10,Paid
TXN_LOAN0087_35,LOAN0087,CUST0068,3599.99,2966.42,633.57,2026-10-10,Paid
TXN_LOAN0087_36,LOAN0087,CUST0068,3599.99,3007.72,592.27,2026-11-10,Paid
TXN_LOAN0087_37,LOAN0087,CUST0068,3599.99,3049.59,550.4,2026-12-10,Paid
TXN_LOAN0087_38,LOAN0087,CUST0068,3599.99,3092.05,507.94,2027-01-10,Paid
TXN_LOAN0087_39,LOAN0087,CUST0068,3599.99,3135.1,464.89,2027-02-10,Paid
TXN_LOAN0087_40,LOAN0087,CUST0068,3599.99,3178.75,421.24,2027-03-10,Paid
TXN_LOAN0087_41,LOAN0087,CUST0068,3599.99,3223.01,376.98,2027-04-10,Paid
TXN_LOAN0087_42,LOAN0087,CUST0068,3599.99,3267.88,332.11,2027-05-10,Paid
TXN_LOAN0087_43,LOAN0087,CUST0068,3599.99,3313.38,286.61,2027-06-10,Paid
TXN_LOAN0087_44,LOAN0087,CUST0068,3599.99,3359.52,240.47,2027-07-10,Paid
TXN_LOAN0087_45,LOAN0087,CUST0068,3599.99,3406.29,193.7,2027-08-10,Paid
TXN_LOAN0087_46,LOAN0087,CUST0068,3599.99,3453.72,146.27,2027-09-10,Missed
TXN_LOAN0087_47,LOAN0087,CUST0068,3599.99,3501.8,98.19,2027-10-10,Paid
TXN_LOAN0087_48,LOAN0087,CUST0068,3599.99,3550.54,49.45,2027-11-10,Paid
TXN_LOAN0088_1,LOAN0088,CUST0133,4733.28,2883.67,1849.61,2023-09-16,Paid
TXN_LOAN0088_2,LOAN0088,CUST0133,4733.28,2913.6,1819.68,2023-10-16,Paid
TXN_LOAN0088_3,LOAN0088,CUST0133,4733.28,2943.83,1789.45,2023-11-16,Missed
TXN_LOAN0088_4,LOAN0088,CUST0133,4733.28,2974.38,1758.9,2023-12-16,Paid
TXN_LOAN0088_5,LOAN0088,CUST0133,4733.28,3005.25,1728.03,2024-01-16,Paid
TXN_LOAN0088_6,LOAN0088,CUST0133,4733.28,3036.43,1696.85,2024-02-16,Paid
TXN_LOAN0088_7,LOAN0088,CUST0133,4733.28,3067.95,1665.33,2024-03-16,Paid
TXN_LOAN0088_8,LOAN0088,CUST0133,4733.28,3099.78,1633.5,2024-04-16,Paid
TXN_LOAN0088_9,LOAN0088,CUST0133,4733.28,3131.95,1601.33,2024-05-16,Paid
TXN_LOAN0088_10,LOAN0088,CUST0133,4733.28,3164.45,1568.83,2024-06-16,Paid
TXN_LOAN0088_11,LOAN0088,CUST0133,4733.28,3197.29,1535.99,2024-07-16,Missed
TXN_LOAN0088_12,LOAN0088,CUST0133,4733.28,3230.47,1502.81,2024-08-16,Paid
TXN_LOAN0088_13,LOAN0088,CUST0133,4733.28,3264.0,1469.28,2024-09-16,Paid
TXN_LOAN0088_14,LOAN0088,CUST0133,4733.28,3297.87,1435.41,2024-10-16,Paid
TXN_LOAN0088_15,LOAN0088,CUST0133,4733.28,3332.09,1401.19,2024-11-16,Paid
TXN_LOAN0088_16,LOAN0088,CUST0133,4733.28,3366.67,1366.61,2024-12-16,Paid
TXN_LOAN0088_17,LOAN0088,CUST0133,4733.28,3401.61,1331.67,2025-01-16,Paid
TXN_LOAN0088_18,LOAN0088,CUST0133,4733.28,3436.91,1296.37,2025-02-16,Paid
TXN_LOAN0088_19,LOAN0088,CUST0133,4733.28,3472.58,1260.7,2025-03-16,Paid
TXN_LOAN0088_20,LOAN0088,CUST0133,4733.28,3508.61,1224.67,2025-04-16,Paid
TXN_LOAN0088_21,LOAN0088,CUST0133,4733.28,3545.02,1188.26,2025-05-16,Paid
TXN_LOAN0088_22,LOAN0088,CUST0133,4733.28,3581.81,1151.47,2025-06-16,Paid
TXN_LOAN0088_23,LOAN0088,CUST0133,4733.28,3618.98,1114.3,2025-07-16,Missed
TXN_LOAN0088_24,LOAN0088,CUST0133,4733.28,3656.54,1076.74,2025-08-16,Missed
TXN_LOAN0088_25,LOAN0088,CUST0133,4733.28,3694.49,1038.79,2025-09-16,Missed
TXN_LOAN0088_26,LOAN0088,CUST0133,4733.28,3732.82,1000.46,2025-10-16,Paid
TXN_LOAN0088_27,LOAN0088,CUST0133,4733.28,3771.56,961.72,2025-11-16,Paid
TXN_LOAN0088_28,LOAN0088,CUST0133,4733.28,3810.7,922.58,2025-12-16,Paid
TXN_LOAN0088_29,LOAN0088,CUST0133,4733.28,3850.25,883.03,2026-01-16,Missed
TXN_LOAN0088_30,LOAN0088,CUST0133,4733.28,3890.2,843.08,2026-02-16,Paid
TXN_LOAN0088_31,LOAN0088,CUST0133,4733.28,3930.57,802.71,2026-03-16,Paid
TXN_LOAN0088_32,LOAN0088,CUST0133,4733.28,3971.36,761.92,2026-04-16,Paid
TXN_LOAN0088_33,LOAN0088,CUST0133,4733.28,4012.58,720.7,2026-05-16,Paid
TXN_LOAN0088_34,LOAN0088,CUST0133,4733.28,4054.22,679.06,2026-06-16,Paid
TXN_LOAN0088_35,LOAN0088,CUST0133,4733.28,4096.29,636.99,2026-07-16,Paid
TXN_LOAN0088_36,LOAN0088,CUST0133,4733.28,4138.8,594.48,2026-08-16,Paid
TXN_LOAN0088_37,LOAN0088,CUST0133,4733.28,4181.75,551.53,2026-09-16,Paid
TXN_LOAN0088_38,LOAN0088,CUST0133,4733.28,4225.15,508.13,2026-10-16,Paid
TXN_LOAN0088_39,LOAN0088,CUST0133,4733.28,4268.99,464.29,2026-11-16,Paid
TXN_LOAN0088_40,LOAN0088,CUST0133,4733.28,4313.3,419.98,2026-12-16,Paid
TXN_LOAN0088_41,LOAN0088,CUST0133,4733.28,4358.06,375.22,2027-01-16,Paid
TXN_LOAN0088_42,LOAN0088,CUST0133,4733.28,4403.28,330.0,2027-02-16,Paid
TXN_LOAN0088_43,LOAN0088,CUST0133,4733.28,4448.98,284.3,2027-03-16,Paid
TXN_LOAN0088_44,LOAN0088,CUST0133,4733.28,4495.15,238.13,2027-04-16,Missed
TXN_LOAN0088_45,LOAN0088,CUST0133,4733.28,4541.8,191.48,2027-05-16,Paid
TXN_LOAN0088_46,LOAN0088,CUST0133,4733.28,4588.93,144.35,2027-06-16,Missed
TXN_LOAN0088_47,LOAN0088,CUST0133,4733.28,4636.55,96.73,2027-07-16,Missed
TXN_LOAN0088_48,LOAN0088,CUST0133,4733.28,4684.48,48.8,2027-08-16,Paid
TXN_LOAN0089_1,LOAN0089,CUST0120,15348.45,9097.03,6251.42,2023-06-19,Paid
TXN_LOAN0089_2,LOAN0089,CUST0120,15348.45,9196.7,6151.75,2023-07-19,Paid
TXN_LOAN0089_3,LOAN0089,CUST0120,15348.45,9297.47,6050.98,2023-08-19,Paid
TXN_LOAN0089_4,LOAN0089,CUST0120,15348.45,9399.34,5949.11,2023-09-19,Paid
TXN_LOAN0089_5,LOAN0089,CUST0120,15348.45,9502.33,5846.12,2023-10-19,Paid
TXN_LOAN0089_6,LOAN0089,CUST0120,15348.45,9606.44,5742.01,2023-11-19,Paid
TXN_LOAN0089_7,LOAN0089,CUST0120,15348.45,9711.7,5636.75,2023-12-19,Paid
TXN_LOAN0089_8,LOAN0089,CUST0120,15348.45,9818.11,5530.34,2024-01-19,Paid
TXN_LOAN0089_9,LOAN0089,CUST0120,15348.45,9925.68,5422.77,2024-02-19,Paid
TXN_LOAN0089_10,LOAN0089,CUST0120,15348.45,10034.44,5314.01,2024-03-19,Paid
TXN_LOAN0089_11,LOAN0089,CUST0120,15348.45,10144.38,5204.07,2024-04-19,Paid
TXN_LOAN0089_12,LOAN0089,CUST0120,15348.45,10255.53,5092.92,2024-05-19,Paid
TXN_LOAN0089_13,LOAN0089,CUST0120,15348.45,10367.9,4980.55,2024-06-19,Paid
TXN_LOAN0089_14,LOAN0089,CUST0120,15348.45,10481.5,4866.95,2024-07-19,Paid
TXN_LOAN0089_15,LOAN0089,CUST0120,15348.45,10596.34,4752.11,2024-08-19,Paid
TXN_LOAN0089_16,LOAN0089,CUST0120,15348.45,10712.45,4636.0,2024-09-19,Paid
TXN_LOAN0089_17,LOAN0089,CUST0120,15348.45,10829.82,4518.63,2024-10-19,Paid
TXN_LOAN0089_18,LOAN0089,CUST0120,15348.45,10948.48,4399.97,2024-11-19,Paid
TXN_LOAN0089_19,LOAN0089,CUST0120,15348.45,11068.44,4280.01,2024-12-19,Paid
TXN_LOAN0089_20,LOAN0089,CUST0120,15348.45,11189.72,4158.73,2025-01-19,Paid
TXN_LOAN0089_21,LOAN0089,CUST0120,15348.45,11312.32,4036.13,2025-02-19,Paid
TXN_LOAN0089_22,LOAN0089,CUST0120,15348.45,11436.27,3912.18,2025-03-19,Paid
TXN_LOAN0089_23,LOAN0089,CUST0120,15348.45,11561.57,3786.88,2025-04-19,Paid
TXN_LOAN0089_24,LOAN0089,CUST0120,15348.45,11688.25,3660.2,2025-05-19,Paid
TXN_LOAN0089_25,LOAN0089,CUST0120,15348.45,11816.32,3532.13,2025-06-19,Missed
TXN_LOAN0089_26,LOAN0089,CUST0120,15348.45,11945.79,3402.66,2025-07-19,Paid
TXN_LOAN0089_27,LOAN0089,CUST0120,15348.45,12076.67,3271.78,2025-08-19,Paid
TXN_LOAN0089_28,LOAN0089,CUST0120,15348.45,12208.99,3139.46,2025-09-19,Paid
TXN_LOAN0089_29,LOAN0089,CUST0120,15348.45,12342.77,3005.68,2025-10-19,Paid
TXN_LOAN0089_30,LOAN0089,CUST0120,15348.45,12478.0,2870.45,2025-11-19,Paid
TXN_LOAN0089_31,LOAN0089,CUST0120,15348.45,12614.72,2733.73,2025-12-19,Paid
TXN_LOAN0089_32,LOAN0089,CUST0120,15348.45,12752.94,2595.51,2026-01-19,Paid
TXN_LOAN0089_33,LOAN0089,CUST0120,15348.45,12892.67,2455.78,2026-02-19,Paid
TXN_LOAN0089_34,LOAN0089,CUST0120,15348.45,13033.93,2314.52,2026-03-19,Paid
TXN_LOAN0089_35,LOAN0089,CUST0120,15348.45,13176.74,2171.71,2026-04-19,Paid
TXN_LOAN0089_36,LOAN0089,CUST0120,15348.45,13321.12,2027.33,2026-05-19,Paid
TXN_LOAN0089_37,LOAN0089,CUST0120,15348.45,13467.08,1881.37,2026-06-19,Paid
TXN_LOAN0089_38,LOAN0089,CUST0120,15348.45,13614.63,1733.82,2026-07-19,Paid
TXN_LOAN0089_39,LOAN0089,CUST0120,15348.45,13763.81,1584.64,2026-08-19,Paid
TXN_LOAN0089_40,LOAN0089,CUST0120,15348.45,13914.61,1433.84,2026-09-19,Paid
TXN_LOAN0089_41,LOAN0089,CUST0120,15348.45,14067.07,1281.38,2026-10-19,Paid
TXN_LOAN0089_42,LOAN0089,CUST0120,15348.45,14221.2,1127.25,2026-11-19,Paid
TXN_LOAN0089_43,LOAN0089,CUST0120,15348.45,14377.02,971.43,2026-12-19,Paid
TXN_LOAN0089_44,LOAN0089,CUST0120,15348.45,14534.55,813.9,2027-01-19,Paid
TXN_LOAN0089_45,LOAN0089,CUST0120,15348.45,14693.8,654.65,2027-02-19,Paid
TXN_LOAN0089_46,LOAN0089,CUST0120,15348.45,14854.8,493.65,2027-03-19,Paid
TXN_LOAN0089_47,LOAN0089,CUST0120,15348.45,15017.56,330.89,2027-04-19,Paid
TXN_LOAN0089_48,LOAN0089,CUST0120,15348.45,15182.0,166.45,2027-05-19,Paid
TXN_LOAN0090_1,LOAN0090,CUST0037,7034.5,4976.49,2058.01,2023-08-30,Paid
TXN_LOAN0090_2,LOAN0090,CUST0037,7034.5,5024.57,2009.93,2023-09-30,Paid
TXN_LOAN0090_3,LOAN0090,CUST0037,7034.5,5073.11,1961.39,2023-10-30,Paid
TXN_LOAN0090_4,LOAN0090,CUST0037,7034.5,5122.11,1912.39,2023-11-30,Paid
TXN_LOAN0090_5,LOAN0090,CUST0037,7034.5,5171.6,1862.9,2023-12-30,Paid
TXN_LOAN0090_6,LOAN0090,CUST0037,7034.5,5221.55,1812.95,2024-01-30,Missed
TXN_LOAN0090_7,LOAN0090,CUST0037,7034.5,5272.0,1762.5,2024-02-29,Paid
TXN_LOAN0090_8,LOAN0090,CUST0037,7034.5,5322.93,1711.57,2024-03-30,Paid
TXN_LOAN0090_9,LOAN0090,CUST0037,7034.5,5374.35,1660.15,2024-04-30,Paid
TXN_LOAN0090_10,LOAN0090,CUST0037,7034.5,5426.26,1608.24,2024-05-30,Paid
TXN_LOAN0090_11,LOAN0090,CUST0037,7034.5,5478.68,1555.82,2024-06-30,Paid
TXN_LOAN0090_12,LOAN0090,CUST0037,7034.5,5531.61,1502.89,2024-07-30,Paid
TXN_LOAN0090_13,LOAN0090,CUST0037,7034.5,5585.05,1449.45,2024-08-30,Paid
TXN_LOAN0090_14,LOAN0090,CUST0037,7034.5,5639.0,1395.5,2024-09-30,Paid
TXN_LOAN0090_15,LOAN0090,CUST0037,7034.5,5693.47,1341.03,2024-10-30,Paid
TXN_LOAN0090_16,LOAN0090,CUST0037,7034.5,5748.47,1286.03,2024-11-30,Paid
TXN_LOAN0090_17,LOAN0090,CUST0037,7034.5,5804.01,1230.49,2024-12-30,Paid
TXN_LOAN0090_18,LOAN0090,CUST0037,7034.5,5860.07,1174.43,2025-01-30,Paid
TXN_LOAN0090_19,LOAN0090,CUST0037,7034.5,5916.68,1117.82,2025-02-28,Paid
TXN_LOAN0090_20,LOAN0090,CUST0037,7034.5,5973.84,1060.66,2025-03-30,Paid
TXN_LOAN0090_21,LOAN0090,CUST0037,7034.5,6031.55,1002.95,2025-04-30,Paid
TXN_LOAN0090_22,LOAN0090,CUST0037,7034.5,6089.82,944.68,2025-05-30,Paid
TXN_LOAN0090_23,LOAN0090,CUST0037,7034.5,6148.64,885.86,2025-06-30,Paid
TXN_LOAN0090_24,LOAN0090,CUST0037,7034.5,6208.04,826.46,2025-07-30,Paid
TXN_LOAN0090_25,LOAN0090,CUST0037,7034.5,6268.01,766.49,2025-08-30,Paid
TXN_LOAN0090_26,LOAN0090,CUST0037,7034.5,6328.56,705.94,2025-09-30,Paid
TXN_LOAN0090_27,LOAN0090,CUST0037,7034.5,6389.7,644.8,2025-10-30,Paid
TXN_LOAN0090_28,LOAN0090,CUST0037,7034.5,6451.43,583.07,2025-11-30,Paid
TXN_LOAN0090_29,LOAN0090,CUST0037,7034.5,6513.75,520.75,2025-12-30,Paid
TXN_LOAN0090_30,LOAN0090,CUST0037,7034.5,6576.67,457.83,2026-01-30,Paid
TXN_LOAN0090_31,LOAN0090,CUST0037,7034.5,6640.21,394.29,2026-02-28,Paid
TXN_LOAN0090_32,LOAN0090,CUST0037,7034.5,6704.35,330.15,2026-03-30,Paid
TXN_LOAN0090_33,LOAN0090,CUST0037,7034.5,6769.12,265.38,2026-04-30,Paid
TXN_LOAN0090_34,LOAN0090,CUST0037,7034.5,6834.51,199.99,2026-05-30,Paid
TXN_LOAN0090_35,LOAN0090,CUST0037,7034.5,6900.53,133.97,2026-06-30,Missed
TXN_LOAN0090_36,LOAN0090,CUST0037,7034.5,6967.26,67.24,2026-07-30,Paid
TXN_LOAN0091_1,LOAN0091,CUST0072,26758.71,15377.25,11381.46,2023-02-28,Paid
TXN_LOAN0091_2,LOAN0091,CUST0072,26758.71,15555.74,11202.97,2023-03-28,Missed
TXN_LOAN0091_3,LOAN0091,CUST0072,26758.71,15736.31,11022.4,2023-04-28,Paid
TXN_LOAN0091_4,LOAN0091,CUST0072,26758.71,15918.98,10839.73,2023-05-28,Missed
TXN_LOAN0091_5,LOAN0091,CUST0072,26758.71,16103.77,10654.94,2023-06-28,Missed
TXN_LOAN0091_6,LOAN0091,CUST0072,26758.71,16290.7,10468.01,2023-07-28,Paid
TXN_LOAN0091_7,LOAN0091,CUST0072,26758.71,16479.8,10278.91,2023-08-28,Paid
TXN_LOAN0091_8,LOAN0091,CUST0072,26758.71,16671.09,10087.62,2023-09-28,Paid
TXN_LOAN0091_9,LOAN0091,CUST0072,26758.71,16864.61,9894.1,2023-10-28,Paid
TXN_LOAN0091_10,LOAN0091,CUST0072,26758.71,17060.37,9698.34,2023-11-28,Paid
TXN_LOAN0091_11,LOAN0091,CUST0072,26758.71,17258.41,9500.3,2023-12-28,Paid
TXN_LOAN0091_12,LOAN0091,CUST0072,26758.71,17458.74,9299.97,2024-01-28,Paid
TXN_LOAN0091_13,LOAN0091,CUST0072,26758.71,17661.4,9097.31,2024-02-28,Paid
TXN_LOAN0091_14,LOAN0091,CUST0072,26758.71,17866.42,8892.29,2024-03-28,Missed
TXN_LOAN0091_15,LOAN0091,CUST0072,26758.71,18073.81,8684.9,2024-04-28,Paid
TXN_LOAN0091_16,LOAN0091,CUST0072,26758.71,18283.61,8475.1,2024-05-28,Paid
TXN_LOAN0091_17,LOAN0091,CUST0072,26758.71,18495.84,8262.87,2024-06-28,Paid
TXN_LOAN0091_18,LOAN0091,CUST0072,26758.71,18710.54,8048.17,2024-07-28,Paid
TXN_LOAN0091_19,LOAN0091,CUST0072,26758.71,18927.73,7830.98,2024-08-28,Paid
TXN_LOAN0091_20,LOAN0091,CUST0072,26758.71,19147.44,7611.27,2024-09-28,Paid
TXN_LOAN0091_21,LOAN0091,CUST0072,26758.71,19369.7,7389.01,2024-10-28,Missed
TXN_LOAN0091_22,LOAN0091,CUST0072,26758.71,19594.55,7164.16,2024-11-28,Paid
TXN_LOAN0091_23,LOAN0091,CUST0072,26758.71,19822.0,6936.71,2024-12-28,Paid
TXN_LOAN0091_24,LOAN0091,CUST0072,26758.71,20052.09,6706.62,2025-01-28,Paid
TXN_LOAN0091_25,LOAN0091,CUST0072,26758.71,20284.85,6473.86,2025-02-28,Missed
TXN_LOAN0091_26,LOAN0091,CUST0072,26758.71,20520.32,6238.39,2025-03-28,Paid
TXN_LOAN0091_27,LOAN0091,CUST0072,26758.71,20758.52,6000.19,2025-04-28,Paid
TXN_LOAN0091_28,LOAN0091,CUST0072,26758.71,20999.48,5759.23,2025-05-28,Paid
TXN_LOAN0091_29,LOAN0091,CUST0072,26758.71,21243.24,5515.47,2025-06-28,Paid
TXN_LOAN0091_30,LOAN0091,CUST0072,26758.71,21489.83,5268.88,2025-07-28,Paid
TXN_LOAN0091_31,LOAN0091,CUST0072,26758.71,21739.28,5019.43,2025-08-28,Paid
TXN_LOAN0091_32,LOAN0091,CUST0072,26758.71,21991.63,4767.08,2025-09-28,Paid
TXN_LOAN0091_33,LOAN0091,CUST0072,26758.71,22246.91,4511.8,2025-10-28,Paid
TXN_LOAN0091_34,LOAN0091,CUST0072,26758.71,22505.15,4253.56,2025-11-28,Paid
TXN_LOAN0091_35,LOAN0091,CUST0072,26758.71,22766.39,3992.32,2025-12-28,Paid
TXN_LOAN0091_36,LOAN0091,CUST0072,26758.71,23030.66,3728.05,2026-01-28,Paid
TXN_LOAN0091_37,LOAN0091,CUST0072,26758.71,23298.0,3460.71,2026-02-28,Paid
TXN_LOAN0091_38,LOAN0091,CUST0072,26758.71,23568.44,3190.27,2026-03-28,Paid
TXN_LOAN0091_39,LOAN0091,CUST0072,26758.71,23842.02,2916.69,2026-04-28,Paid
TXN_LOAN0091_40,LOAN0091,CUST0072,26758.71,24118.77,2639.94,2026-05-28,Paid
TXN_LOAN0091_41,LOAN0091,CUST0072,26758.71,24398.74,2359.97,2026-06-28,Paid
TXN_LOAN0091_42,LOAN0091,CUST0072,26758.71,24681.96,2076.75,2026-07-28,Paid
TXN_LOAN0091_43,LOAN0091,CUST0072,26758.71,24968.47,1790.24,2026-08-28,Paid
TXN_LOAN0091_44,LOAN0091,CUST0072,26758.71,25258.3,1500.41,2026-09-28,Paid
TXN_LOAN0091_45,LOAN0091,CUST0072,26758.71,25551.5,1207.21,2026-10-28,Paid
TXN_LOAN0091_46,LOAN0091,CUST0072,26758.71,25848.1,910.61,2026-11-28,Missed
TXN_LOAN0091_47,LOAN0091,CUST0072,26758.71,26148.14,610.57,2026-12-28,Paid
TXN_LOAN0091_48,LOAN0091,CUST0072,26758.71,26451.4,307.31,2027-01-28,Paid
TXN_LOAN0092_1,LOAN0092,CUST0127,10040.54,8287.06,1753.48,2023-03-20,Paid
TXN_LOAN0092_2,LOAN0092,CUST0127,10040.54,8353.6,1686.94,2023-04-20,Missed
TXN_LOAN0092_3,LOAN0092,CUST0127,10040.54,8420.68,1619.86,2023-05-20,Paid
TXN_LOAN0092_4,LOAN0092,CUST0127,10040.54,8488.29,1552.25,2023-06-20,Paid
TXN_LOAN0092_5,LOAN0092,CUST0127,10040.54,8556.45,1484.09,2023-07-20,Paid
TXN_LOAN0092_6,LOAN0092,CUST0127,10040.54,8625.15,1415.39,2023-08-20,Paid
TXN_LOAN0092_7,LOAN0092,CUST0127,10040.54,8694.4,1346.14,2023-09-20,Paid
TXN_LOAN0092_8,LOAN0092,CUST0127,10040.54,8764.21,1276.33,2023-10-20,Paid
TXN_LOAN0092_9,LOAN0092,CUST0127,10040.54,8834.58,1205.96,2023-11-20,Paid
TXN_LOAN0092_10,LOAN0092,CUST0127,10040.54,8905.52,1135.02,2023-12-20,Paid
TXN_LOAN0092_11,LOAN0092,CUST0127,10040.54,8977.03,1063.51,2024-01-20,Paid
TXN_LOAN0092_12,LOAN0092,CUST0127,10040.54,9049.11,991.43,2024-02-20,Paid
TXN_LOAN0092_13,LOAN0092,CUST0127,10040.54,9121.76,918.78,2024-03-20,Paid
TXN_LOAN0092_14,LOAN0092,CUST0127,10040.54,9195.01,845.53,2024-04-20,Paid
TXN_LOAN0092_15,LOAN0092,CUST0127,10040.54,9268.84,771.7,2024-05-20,Paid
TXN_LOAN0092_16,LOAN0092,CUST0127,10040.54,9343.26,697.28,2024-06-20,Paid
TXN_LOAN0092_17,LOAN0092,CUST0127,10040.54,9418.28,622.26,2024-07-20,Paid
TXN_LOAN0092_18,LOAN0092,CUST0127,10040.54,9493.9,546.64,2024-08-20,Missed
TXN_LOAN0092_19,LOAN0092,CUST0127,10040.54,9570.13,470.41,2024-09-20,Paid
TXN_LOAN0092_20,LOAN0092,CUST0127,10040.54,9646.97,393.57,2024-10-20,Paid
TXN_LOAN0092_21,LOAN0092,CUST0127,10040.54,9724.43,316.11,2024-11-20,Missed
TXN_LOAN0092_22,LOAN0092,CUST0127,10040.54,9802.51,238.03,2024-12-20,Paid
TXN_LOAN0092_23,LOAN0092,CUST0127,10040.54,9881.22,159.32,2025-01-20,Paid
TXN_LOAN0092_24,LOAN0092,CUST0127,10040.54,9960.61,79.93,2025-02-20,Paid
TXN_LOAN0093_1,LOAN0093,CUST0106,77085.16,68469.6,8615.56,2023-10-18,Paid
TXN_LOAN0093_2,LOAN0093,CUST0106,77085.16,69149.21,7935.95,2023-11-18,Paid
TXN_LOAN0093_3,LOAN0093,CUST0106,77085.16,69835.56,7249.6,2023-12-18,Paid
TXN_LOAN0093_4,LOAN0093,CUST0106,77085.16,70528.73,6556.43,2024-01-18,Paid
TXN_LOAN0093_5,LOAN0093,CUST0106,77085.16,71228.77,5856.39,2024-02-18,Paid
TXN_LOAN0093_6,LOAN0093,CUST0106,77085.16,71935.77,5149.39,2024-03-18,Paid
TXN_LOAN0093_7,LOAN0093,CUST0106,77085.16,72649.78,4435.38,2024-04-18,Paid
TXN_LOAN0093_8,LOAN0093,CUST0106,77085.16,73370.88,3714.28,2024-05-18,Paid
TXN_LOAN0093_9,LOAN0093,CUST0106,77085.16,74099.13,2986.03,2024-06-18,Paid
TXN_LOAN0093_10,LOAN0093,CUST0106,77085.16,74834.62,2250.54,2024-07-18,Paid
TXN_LOAN0093_11,LOAN0093,CUST0106,77085.16,75577.4,1507.76,2024-08-18,Paid
TXN_LOAN0093_12,LOAN0093,CUST0106,77085.16,76327.55,757.61,2024-09-18,Paid
TXN_LOAN0094_1,LOAN0094,CUST0092,13535.53,7991.43,5544.1,2023-10-18,Paid
TXN_LOAN0094_2,LOAN0094,CUST0092,13535.53,8109.26,5426.27,2023-11-18,Paid
TXN_LOAN0094_3,LOAN0094,CUST0092,13535.53,8228.84,5306.69,2023-12-18,Paid
TXN_LOAN0094_4,LOAN0094,CUST0092,13535.53,8350.17,5185.36,2024-01-18,Paid
TXN_LOAN0094_5,LOAN0094,CUST0092,13535.53,8473.3,5062.23,2024-02-18,Missed
TXN_LOAN0094_6,LOAN0094,CUST0092,13535.53,8598.24,4937.29,2024-03-18,Paid
TXN_LOAN0094_7,LOAN0094,CUST0092,13535.53,8725.02,4810.51,2024-04-18,Paid
TXN_LOAN0094_8,LOAN0094,CUST0092,13535.53,8853.67,4681.86,2024-05-18,Paid
TXN_LOAN0094_9,LOAN0094,CUST0092,13535.53,8984.22,4551.31,2024-06-18,Missed
TXN_LOAN0094_10,LOAN0094,CUST0092,13535.53,9116.69,4418.84,2024-07-18,Paid
TXN_LOAN0094_11,LOAN0094,CUST0092,13535.53,9251.12,4284.41,2024-08-18,Paid
TXN_LOAN0094_12,LOAN0094,CUST0092,13535.53,9387.53,4148.0,2024-09-18,Paid
TXN_LOAN0094_13,LOAN0094,CUST0092,13535.53,9525.95,4009.58,2024-10-18,Paid
TXN_LOAN0094_14,LOAN0094,CUST0092,13535.53,9666.41,3869.12,2024-11-18,Paid
TXN_LOAN0094_15,LOAN0094,CUST0092,13535.53,9808.94,3726.59,2024-12-18,Paid
TXN_LOAN0094_16,LOAN0094,CUST0092,13535.53,9953.57,3581.96,2025-01-18,Missed
TXN_LOAN0094_17,LOAN0094,CUST0092,13535.53,10100.34,3435.19,2025-02-18,Paid
TXN_LOAN0094_18,LOAN0094,CUST0092,13535.53,10249.27,3286.26,2025-03-18,Paid
TXN_LOAN0094_19,LOAN0094,CUST0092,13535.53,10400.4,3135.13,2025-04-18,Missed
TXN_LOAN0094_20,LOAN0094,CUST0092,13535.53,10553.75,2981.78,2025-05-18,Paid
TXN_LOAN0094_21,LOAN0094,CUST0092,13535.53,10709.37,2826.16,2025-06-18,Paid
TXN_LOAN0094_22,LOAN0094,CUST0092,13535.53,10867.28,2668.25,2025-07-18,Paid
TXN_LOAN0094_23,LOAN0094,CUST0092,13535.53,11027.52,2508.01,2025-08-18,Paid
TXN_LOAN0094_24,LOAN0094,CUST0092,13535.53,11190.12,2345.41,2025-09-18,Paid
TXN_LOAN0094_25,LOAN0094,CUST0092,13535.53,11355.12,2180.41,2025-10-18,Paid
TXN_LOAN0094_26,LOAN0094,CUST0092,13535.53,11522.55,2012.98,2025-11-18,Paid
TXN_LOAN0094_27,LOAN0094,CUST0092,13535.53,11692.45,1843.08,2025-12-18,Paid
TXN_LOAN0094_28,LOAN0094,CUST0092,13535.53,11864.86,1670.67,2026-01-18,Paid
TXN_LOAN0094_29,LOAN0094,CUST0092,13535.53,12039.81,1495.72,2026-02-18,Paid
TXN_LOAN0094_30,LOAN0094,CUST0092,13535.53,12217.34,1318.19,2026-03-18,Paid
TXN_LOAN0094_31,LOAN0094,CUST0092,13535.53,12397.48,1138.05,2026-04-18,Paid
TXN_LOAN0094_32,LOAN0094,CUST0092,13535.53,12580.28,955.25,2026-05-18,Paid
TXN_LOAN0094_33,LOAN0094,CUST0092,13535.53,12765.78,769.75,2026-06-18,Paid
TXN_LOAN0094_34,LOAN0094,CUST0092,13535.53,12954.01,581.52,2026-07-18,Paid
TXN_LOAN0094_35,LOAN0094,CUST0092,13535.53,13145.02,390.51,2026-08-18,Paid
